Date,search,pm10,pm25,COUNT_T,TMST,retail,Deepindex
20190320,0.04488,129.856,99.626,291.0,2338.766,0.7120000000000001,-1.4611771
20190321,0.04488,54.596000000000004,44.125,375.0,2223.28,0.6809999999999999,0.0056316257
20190322,0.04488,53.852,22.318,304.0,2219.849,0.684,-0.6272009
20190323,0.04488,33.986999999999995,19.301,216.0,2076.3070000000002,0.68,-1.095123
20190324,0.056760000000000005,40.871,16.711,1.0,1906.8329999999999,0.645,-0.90186626
20190326,0.056760000000000005,88.678,52.071999999999996,333.0,2298.69,0.68,-1.511276
20190327,0.056760000000000005,144.36700000000002,91.685,353.0,2305.145,0.759,0.5128018
20190328,0.056760000000000005,123.572,76.78399999999999,326.0,2248.64,0.6679999999999999,-0.14558524
20190329,0.056760000000000005,62.29,28.076,277.0,2232.724,0.638,-1.389291
20190330,0.056760000000000005,54.425,37.885,208.0,2070.563,0.5920000000000001,-0.47248465
20190331,0.03564,58.442,32.163000000000004,388.0,1887.756,0.623,-0.78164035
