STD_YM,STD_YMD,HDONG_CD,HDONG_NM,MAN_0004,MAN_0509,MAN_1014,MAN_1519,MAN_2024,MAN_2529,MAN_3034,MAN_3539,MAN_4044,MAN_4549,MAN_5054,MAN_5559,MAN_6064,MAN_6569,MAN_70U,WMAN_0004,WMAN_0509,WMAN_1014,WMAN_1519,WMAN_2024,WMAN_2529,WMAN_3034,WMAN_3539,WMAN_4044,WMAN_4549,WMAN_5054,WMAN_5559,WMAN_6064,WMAN_6569,WMAN_70U
201807,20180726,1111056000,평창동,2.06,246.29,1128.94,2163.56,3217.71,5394.6,6781.85,9217.72,8813.5,11632.5,10511.06,10547.11,9793.31,5607.8,6130.76,2.61,312.85,1200.78,2933.62,3631.61,4159.56,4240.62,5949.49,5839.86,7479.82,6648.24,6449.17,5116.79,3006.03,4275.38
201807,20180726,1111057000,무악동,0.14,28.18,136.09,357.99,437.94,883.47,1055.58,1409.54,1354.57,1638.65,1401.12,1381.12,1289.01,846.45,918.46,0.5,41.62,157.53,359.05,747.73,950.74,883.45,1082.9,1010.98,1200.86,1016.24,1012.9,809.45,458.59,595.72
201807,20180726,1111058000,교남동,0.39,58.98,235.96,468.48,714.74,1501.8,1903.33,2605.21,2509.82,3054.64,2762.43,2661.43,2462.39,1553.47,1518.83,0.43,63.31,261.13,596.19,1218.51,1878.72,1803.72,2011.91,1852.7,2105.68,1669.49,1666.83,1281.88,650.67,801.81
201807,20180726,1111060000,가회동,0.04,32.37,86.84,541.38,438.33,1091.15,1709.94,2120.64,1932.8,2232.25,1790.7,1636.78,1445.78,928.48,788.67,0.02,25.67,120.93,315.46,709.27,1071.75,1079.99,1204.32,1099.37,1069.7,788.31,726.52,619.81,266.96,382.92
201807,20180726,1111061500,종로1.2.3.4가동,6.05,351.77,1791.08,6337.08,17257.89,33214.54,39646.62,49122.89,44238.42,50053.56,40271.09,35738.45,32509.03,21882.78,27950.96,2.94,501.11,2158.88,8360.48,30273.02,38432.92,33377,31426.09,26570.76,27544.61,21226.46,20798.94,16579.7,10200.15,13045.2
201807,20180726,1111063000,종로5.6가동,0,102.29,424.97,1984.05,5462.74,9663.53,10429.43,13201.12,11190.92,12827.46,11227.3,11314.92,10530.31,6899.14,8539.95,0,141.56,588.46,2566.93,8715.43,11114.39,8879.89,9193.15,7706.62,8701.91,7258.72,7488.58,5723.78,3784.6,4587.33
201807,20180726,1111064000,이화동,0.3,160.29,411.21,1443.73,3417.96,5541.17,5377.66,6487.85,5605.51,6257.52,5352.18,5295.14,5087.05,3268.12,3543.29,2.42,160.67,499.26,1733.9,5700.57,7026.34,5652.31,5744.18,4989.39,5171.09,4076.76,4031.05,3137.34,1956.05,2250.57
201807,20180726,1111065000,혜화동,2.23,117.62,527.95,1802.1,3284.3,5084.79,5091.89,6018.18,5512.77,6447.49,5567.21,5489.46,5145.15,3014.25,3156.74,0.33,149.51,548.45,1881.25,5515.89,5753.85,4698.57,4719.74,4272.05,4689.67,3599.33,3620.82,2745.78,1532.43,1898.53
201807,20180726,1111067000,창신1동,0.16,51.87,190.17,776.59,2017.21,3357.76,3669.11,4566.85,4162.1,4754.69,4449.43,4696.27,4743.61,3095.73,3888.82,0,52.99,222.84,956.7,2802.98,3383.35,2850,3231.57,2800.22,3141.27,2868.75,2944.79,2442.22,1534.46,1896.45
201807,20180726,1111068000,창신2동,0.31,14,45.37,244.49,634.35,966.89,997.5,1191.42,1045.82,1255.54,1094.5,1168.08,1082.17,749.6,1111.06,0,11.7,79.23,285.93,852,980.36,779.52,883.08,731.89,883.71,768.75,776.43,644.34,427.46,562.25
201807,20180726,1111069000,창신3동,0,9.39,37.62,164.16,384.67,655.28,655.32,774.74,653.97,678.92,563.39,556.13,472.72,318.59,365.32,0,13.81,76.92,190.51,562.8,695.61,562.72,585.67,508.8,502.39,423.81,329.6,293.28,181.83,211.7
201807,20180726,1111070000,숭인1동,0.45,21.34,92.1,424.85,1015.5,1531.78,1548.49,1861.2,1667.57,1834.22,1694.54,1685.79,1622.98,1176.02,1713.73,0,32.03,152.65,523.67,1430.3,1541.53,1312.55,1303.77,1194.09,1320.58,1152.2,1087.08,897.46,663.57,946.71
201807,20180726,1111071000,숭인2동,1.86,85.65,350.49,1480.34,3408.51,5572.34,5706.86,6839.14,6128.46,7041.01,6547.04,6879.34,6421.34,4597.32,6344.55,0,110.92,418.13,1759.39,4987.94,5521.95,4645.91,4811.25,4338.33,4782.24,4039.59,4321.59,3551.97,2537,3409.21
201807,20180726,1135056000,월계1동,0,113.55,502.71,1490.28,2797.39,3604.3,3839.09,5097.73,5033.34,5730.05,5288.09,5518.6,5244.89,3744.76,4244.32,1.23,168.63,603.06,1436.33,2939.58,2981.26,2843.41,3544.82,3503.92,3950.15,3274.95,3376.34,2889.85,1878.71,2335.52
201807,20180726,1135057000,월계2동,0,64.21,385.79,1101.06,1451.9,1981.19,2449.15,3497.16,3428.92,4180.88,3942.88,4126.99,3993.1,2652.04,2837.25,0.02,109.68,421.32,1151.24,1519.6,1612.5,1662.54,2268.48,2535.41,2963.6,2445.02,2482.49,2034.11,1329.09,1474.97
201807,20180726,1135058000,월계3동,0,150.81,717.04,1476.6,2609.05,3989.05,5307.46,7491.88,7358.42,8772.14,8025.78,8239.88,7294.2,4548.77,4283.2,1.52,222.03,799.9,1487.45,2816.56,3161.21,3462.27,4539.11,4685.16,5581.27,4517.21,4429.32,3296.09,1978.72,2283.61
201807,20180726,1135059500,공릉1동,0.28,315.94,1303.78,3014.6,6076.13,8661.93,9654.21,13368.18,12660.94,14477.43,13687.28,13656.81,12566.08,8168.19,7117.08,0.07,366.14,1352.7,4080.1,7377.33,7622.94,7079.77,8368.36,7877.28,9830.41,8124.07,8321.99,6000.66,3552.07,4098.99
201807,20180726,1135060000,공릉2동,0.3,341.11,1681.98,3336.14,4918.78,6644.31,6694.09,9599.45,9751.87,11879.45,11000.58,11044.38,10640.82,6160.46,5665.92,0.02,470.71,1703.56,5310,6072.18,4503.49,4693.14,6574.67,7370.17,8727.61,7048.54,6524.44,4723.45,2605.61,2950.99
201807,20180726,1135061100,하계1동,0,146.57,914.99,2110.36,2997.65,3405.52,3211.26,4553.94,4791.24,6472.98,6232.53,6260.14,5949.8,3658.08,3167.25,0.13,218.63,872.95,2058.35,3056.9,2578.64,2612.36,3683.49,4333.71,6075.21,4747.86,4344.15,3265.75,1575.69,1910.57
201807,20180726,1135061200,하계2동,0,75.93,558.56,1242.08,1985.65,2706.6,3108.66,4150.98,4183.92,5160.05,4745.05,4755.31,4337.29,2862.51,2613.22,1.26,140.87,616.51,1401.33,2366.6,2559.03,2442.72,3029.23,3052.9,4088.85,3381.09,3262.73,2301.09,1257.21,1489.09
201807,20180726,1135061900,중계본동,0,109.11,710.32,1267.08,829.33,940.97,962.45,1466.97,1844.72,2983.12,2719.74,2497.63,2344.2,1276.76,1163.5,0,143.62,804.56,1420.21,778.84,631.67,682.98,1157.7,2010.81,2678.87,1834.83,1372.75,1017.07,476.13,571.03
201807,20180726,1135062100,중계1동,0,141.59,1063.31,1732.36,1079.15,1295.99,1227.85,1845.24,2399.35,3775.23,3347.92,2949.97,2988.1,1869.48,1672.57,0.01,197.01,1098.97,1859.36,1126.7,1009.17,1017.19,1814.17,2770.06,3688.42,2442.26,1810.7,1263.25,641.91,741.08
201807,20180726,1135062400,중계4동,0,127.85,410.89,1277.57,1039.54,1232.49,1227.84,1812.74,1954.93,2912.05,2718.17,2728.09,2550.55,1567.99,1624.45,0,118.17,413.03,1026.8,1142.86,1049.82,984.64,1548.88,1902.21,2513.09,2173.21,1985.81,1403.16,862.95,949.14
201807,20180726,1135062500,중계2.3동,0,139.88,976.14,1950.45,2690.36,3534.33,3755.12,5317.68,5287.49,6568.63,5794.75,5812.66,5922.88,3795.97,3923.19,0.03,277.79,1032.56,2192.32,3386.55,3517.65,3345.49,4651.4,4973.41,6199.14,4847.58,4529.78,3361.38,1864.62,2282.85
201807,20180726,1135063000,상계1동,0,229.75,1078.38,2012.63,3158,5156.27,6235.21,9162.82,8493.14,10390.03,10097.92,10461.22,9506.49,5659.39,5383.42,0.09,380.45,1057.29,1917.41,3749.73,4472.41,4566.14,6121.47,5735.63,7341.62,6416.64,6603.86,5043.18,2622.69,3229.61
201807,20180726,1135064000,상계2동,0,160.53,765.6,2539.45,3931.87,4847.87,4648.46,5916.14,5709.66,7359.38,6791.01,7111.88,6828.88,4339.57,4184.71,0.09,210.99,881.03,2878.18,4820,4565.84,3980.94,4786.49,5038.19,6849.35,5605.42,5146.27,3932,2120.13,2416.97
201807,20180726,1135066500,상계3.4동,0,166.76,627.39,1226.94,1452.88,2014.84,2011.15,3115.97,3344.01,4468.22,4301.45,4399.56,4048.95,2521.1,2577.15,0,186.04,634.69,966.83,1593.28,1537.99,1516.2,2270.52,2495.03,3270.9,3093.33,3189.91,2302.7,1547.15,1734.75
201807,20180726,1135067000,상계5동,0,107.02,384.97,818.24,1032.7,1478.38,1646.31,2538.21,2641.3,3420.22,3368.55,3397.15,2762.32,1748.43,1533.07,0,108.64,397.89,826.65,1243.05,1210.31,1189.42,1672.49,1781.23,2386.08,2291.39,2061.03,1375.5,860.16,1001.06
201807,20180726,1135069500,상계6.7동,0,309.08,1550.82,3628.39,5363.88,7656.92,9105.73,12500.3,12131.56,15092.12,13698.34,13585.28,12441.74,7634.48,7370.19,2.23,424.45,1486.44,4643.21,6691.66,6805.2,6802.15,8808.17,8976.2,11352.94,9621.06,8991.69,6634.55,3617.4,4353.15
201807,20180726,1135070000,상계8동,0,139.21,556.66,937.97,1269.62,2028.63,3212.53,4193.96,3561.36,4138.12,3840.31,3896.6,3562.46,2165.18,2020.25,0.4,171.46,543.05,926.69,1511.49,2010.89,2635.7,3397.9,2735.11,3420.42,2570.07,2694.68,2141.79,1150.73,1214.53
201807,20180726,1135071000,상계9동,0,93.44,380.92,810.18,919.7,1380.97,1928.13,2619.88,2512.22,2965.77,2905.25,2812.68,2516.47,1513.01,1380.53,0.05,111.45,360.86,740.25,1114.66,1358.02,1509.62,1925.9,1949.34,2339.55,1913.83,1905.87,1423.4,676.66,802.58
201807,20180726,1135072000,상계10동,0,104.53,467.87,1042.94,1421.84,1887.57,2274.94,3173.54,2999.23,3782.26,3639.34,3634.02,3256.25,1963.56,1726.24,0.44,116.47,469.41,1216.67,1638.64,1765.2,1732.27,2273.07,2228.05,3013.24,2375.42,2247.43,1754.07,804.15,937.75
201807,20180727,1111051500,청운효자동,0.01,84.44,463.96,893.3,1867.52,3064.94,3255.2,3664.67,3315.46,4134.19,3702.13,3362.28,2862.69,1845.78,1877.59,0,141.2,481.48,912.73,2576.86,2081.05,1870.09,2417.89,2344.75,2520.35,2064,1838.15,1419.93,769.14,1049.14
201807,20180727,1111053000,사직동,0.33,253.11,1068.05,2468.36,4750.07,10260.07,12841.72,15604.38,14270.56,17215.02,14373.1,12873.86,11373.47,7205.64,7882.76,0.04,350.55,1213.88,2952.12,8204.69,12896.36,11886.03,11892.76,10139.89,10631.72,7581.9,6896.59,5500.04,3017.5,3983.35
201807,20180727,1111054000,삼청동,0.29,56.77,147.87,328.67,666.45,1350.57,1724.52,2199.66,2079.24,2587.69,2249.46,2005.14,1840.23,1117.42,1189.42,0,55.04,179.07,445.82,927.87,1398.35,1341.31,1444.18,1410.58,1433.51,1052.97,970.66,728.28,405.92,547.72
201807,20180727,1111055000,부암동,0,166.4,622.52,968.37,1694.86,3332.06,4176.64,5877.28,5819.45,7348.28,6682.76,6402.36,5527.43,3178.26,2794.15,0,184.05,650.44,1241.8,1917.85,2023.88,2295.24,3110.2,3238.6,3837.76,3266.19,2964.49,2292.86,1246.95,1541.9
201807,20180727,1111056000,평창동,0,324.65,1346.23,2188.83,3173.18,6259.76,7235.94,9963.46,9354.54,11733.29,11041.1,11255.56,9973.51,5760.33,6092.81,0,446.01,1327.52,2710.02,3716.95,4032.79,4651.77,6222.68,6314.71,7625.32,6724.08,6322.9,5150.37,3008.7,4303.23
201807,20180727,1111057000,무악동,0.25,51.96,191.2,379.17,471.17,895.46,1036.76,1344.51,1302.13,1558.95,1395.79,1401.63,1201.85,812.98,959.74,0.42,59.68,202.73,389.34,720.3,944.07,868.3,1070.66,1029.35,1192.19,997.22,1009.74,720.84,469.93,570.3
201807,20180727,1111058000,교남동,0.67,85.11,257.82,496.97,756.14,1608.87,1995.69,2681.59,2521.92,3052.61,2773.23,2715.21,2392.34,1487.24,1542.79,0,95.2,320.46,644.09,1257.07,1892.51,1825.03,2020.88,1914.39,2119.72,1658.42,1655.78,1240.87,612.51,777.33
201807,20180727,1111060000,가회동,0.02,38.7,115.6,490.24,462.78,1060.22,1720.98,2279.91,1971.98,2429.95,1845.41,1606.4,1332.68,898.82,884.3,0.02,34.29,151.17,370.75,669.43,1144.59,1082.32,1281.89,1128.82,1119.52,801.36,742.71,581.15,319.59,391.53
201807,20180727,1111061500,종로1.2.3.4가동,4.47,554.47,2168.87,6950.01,18842.82,36119.02,41120.11,49881.55,44306.43,50521,40730.53,36861.13,33211.67,21844.38,28673.12,1.51,694.83,2682.21,8656.11,30562.96,40489.17,34167.08,32472.82,27172.56,27730.78,21602.9,21301.89,16640.76,9959.08,13334.71
201807,20180727,1111063000,종로5.6가동,0,140.46,555.37,2184.13,5946.81,10420.39,11377.38,13691.4,11739.97,13248.81,11524.94,11980.68,10716.74,7071.36,8698.56,1.09,217.16,765.49,2925.25,9137.37,11819.83,9200.06,9683.12,8275.41,9221.52,7686.89,7466.04,6075.57,3782.13,4560.17
201807,20180727,1111064000,이화동,0.01,141.26,466.77,1457.37,3552.41,5578.9,5589.52,6325.97,5494.76,6347.22,5165.4,5211.18,4898.12,3189.2,3563.63,0,193.52,618.78,2078.81,5937.74,7124.26,5713.45,5938.88,4947.9,5197.18,4002.28,3964.47,3099.34,1991.96,2212.69
201807,20180727,1111065000,혜화동,0,95.1,555.91,1623.9,3250.68,5301.63,5053.91,5726.44,5420.86,6539.15,5734.83,5627.35,4900.02,3205.37,3174.24,0,177.9,651.02,2030.84,5529.87,5871.85,4623.22,4810.77,4366.41,4562.95,3549.93,3631.74,2841.54,1595.75,1947.6
201807,20180727,1111067000,창신1동,0,60.38,249.57,834.08,2186.06,3656.6,3869.84,4573.76,4170.67,4847.46,4506.94,4982.24,4566.77,3181.42,3929.42,0.62,70.78,246.41,1006.69,3020.58,3588.21,2914.04,3422.7,2874.22,3341.4,2882.23,3070.17,2494.06,1555.04,1913.87
201807,20180727,1111068000,창신2동,0,14.83,58.16,254.9,700.33,1058.83,1033.27,1165.67,1057.76,1305.77,1140.36,1226.17,1044.32,784.31,1075.99,0.33,19.18,73.97,309.18,918.48,1053.06,808.92,910.09,770.2,879.16,792.99,819.01,634.41,437.67,571.3
201807,20180727,1111069000,창신3동,0,10.54,44.2,182.94,411.12,715.08,677.58,755.29,626.41,696.49,540.13,542.11,470.11,331.01,394.74,0,9.86,50.29,173.83,606.46,680.86,582.49,645.83,443.02,533.6,360.1,373.91,314.95,176.35,236.67
201807,20180727,1111070000,숭인1동,0,31.9,113.65,452.06,1087.02,1587.67,1569.49,1876.14,1626.51,1894.38,1676.34,1776.22,1577.67,1224.26,1709.91,0.05,35.55,143.88,502.73,1497.49,1596.98,1339.41,1455.83,1172.28,1343.4,1099.89,1105.76,952.64,667.61,910.55
201807,20180727,1111071000,숭인2동,0,95.23,438.18,1526.47,3602.99,5856.34,5985.08,7068.01,6231.52,7363.58,6587.74,7168.88,6604.94,4760.58,6281.39,0.23,126.57,445.59,1654.48,5050.62,5761.67,4789.4,5230.78,4393.64,4771.29,4054.08,4286.01,3697.14,2510.84,3264.73
201807,20180727,1135056000,월계1동,0,148.66,592.99,1522.53,3153.32,3996.21,4022.43,5383.41,5264.16,5988.65,5206.49,5596.26,5307.59,3622.3,4113.62,0.1,174.52,603.63,1443.32,3026.22,3013.29,3000.02,3913.6,3599.29,4080.09,3411.53,3395.14,2866.01,1882.69,2369.69
201807,20180727,1135057000,월계2동,0,90.79,455.08,1086.17,1545.6,2077.9,2491,3566.4,3593.95,4263.44,4050.06,4278.38,4058.19,2792.01,2545.68,0,132.42,502.17,1177.69,1492.47,1538.33,1681.38,2496.63,2531.71,2901.01,2486.99,2373.25,2123.23,1309.65,1486.08
201807,20180727,1135058000,월계3동,0,178.93,822.09,1495.68,2656.23,4391.22,5658.35,7650.58,7580.62,8813.25,7995.93,8133.85,7447.33,4474.75,4250.27,1.05,228.99,781.97,1552.35,2713.02,3248.99,3573.69,4821.65,4587.33,5446.02,4554.01,4383.6,3246.18,2056.56,2247.61
201807,20180727,1135059500,공릉1동,0,328.17,1506.03,3175.77,6485.7,9577,10528.31,14117.12,13098.88,14812.39,13495.21,13930.65,12945.01,8115.22,7184.6,0.14,423.49,1478.16,3247.2,7502.74,7902.62,7373.06,9162.37,8190.14,9878.46,8305.03,8349.73,5936.68,3701.33,4050.29
201807,20180727,1135060000,공릉2동,0,417.69,1831.54,3176.76,6094.29,6941.32,7306.43,10708.76,10381.76,11911.7,10914.64,11463,10714.44,6214.72,5269.32,0.04,484.27,1831.53,3000.69,5715.03,4528.34,4810.12,7016.54,7194.16,8205.04,6911.63,6332.1,4472.51,2539.52,2792.71
201807,20180727,1135061100,하계1동,0,170.23,964.65,2334.1,2893.39,3478.92,3486.25,4762.96,5101.54,6673.65,6288.59,6426.99,5886.15,3703.04,3304.59,0,223.51,1003.53,2091.46,2903.88,2767.59,2722,3699.55,4559.88,5950.61,4751.3,4486.72,3083.67,1738.87,1817.29
201807,20180727,1135061200,하계2동,0,106.73,664.97,1339.21,1998.84,2994.98,3298.87,4360.14,4393.62,5395.54,4797.66,4812.32,4634.58,3047.37,2662.9,0,146.69,676.5,1516.26,2274.99,2620.63,2587.34,3123.17,3270.55,4142.73,3317.99,3345.09,2312.3,1399.78,1468.21
201807,20180727,1135061900,중계본동,0,139.59,804.54,1263.35,863.2,1010.95,1050.72,1660.47,2002.64,3104.9,2784.91,2621.13,2231.21,1240.94,1023.55,0,135.97,838.64,1412.68,787.5,710.22,684.24,1218.94,2048.63,2683.59,1815.87,1493.43,923.9,462.62,633.59
201807,20180727,1135062100,중계1동,0,118.6,1109.21,1756.59,1128.5,1332.46,1279.01,1909.32,2575.1,3942.35,3381.86,3032.71,2918.94,1972.04,1461.13,0,190.03,1136.01,1837.34,1200.69,1056.35,1002.9,1830.87,2925.6,3749.66,2345.96,1956.81,1217.8,690.34,796.26
201807,20180727,1135062400,중계4동,0,105.11,470.59,1196.06,1018.13,1297.52,1290.42,1956.81,2150.28,3092.12,2854.21,2761.1,2526.51,1571.82,1536.84,0,144.5,425.51,984.89,1114.8,1061.7,1066.59,1550.84,2026.06,2609.71,2063.79,2114.76,1426.13,843.04,977.41
201807,20180727,1135062500,중계2.3동,0,170.78,1043.98,2008.03,2688.1,3831.28,4036.67,5228.72,5394.5,6785.67,5832.96,6004.46,6077.42,4116.55,3987.29,0,242.1,1081.84,2188.01,3346.05,3470.09,3377.6,4767.41,5080.31,6207.68,4804.38,4588.44,3261.07,1961.66,2174.32
201807,20180727,1135063000,상계1동,0,284.01,1180.27,2201.77,3214.47,5435.67,6898.03,9620.55,8883.09,10902.63,10406.85,10530.79,9574.64,5685.1,5396.75,0.34,427.76,1217.75,2051.11,3769.88,4612.2,4865.98,6509.07,5916.59,7321.54,6563.04,6398.22,4913.63,2677.79,2918.2
201807,20180727,1135064000,상계2동,0,165.97,840.37,2700.07,4143.48,5479.12,5017.05,6304.68,6022.76,7633.71,7269.12,7353.6,7143.36,4441.88,4256.12,0,189.34,942.48,3062.9,5192.3,4711.06,4128.73,5018.02,5270.27,6855.62,5632.91,5281.02,4043.6,2220.5,2480.96
201807,20180727,1135066500,상계3.4동,0,197.8,642.48,1215.7,1383.28,2095.84,2085.43,3424.3,3722.92,4753.57,4802.72,4802.1,4022.14,2655.53,2690.64,0,191.94,705.54,1059.02,1722.9,1689.87,1596.84,2428.16,2697.26,3506.09,3151.87,3413,2459.34,1526.53,1817.11
201807,20180727,1135067000,상계5동,0,113.99,503.01,910.86,1137.02,1706.31,1913.77,2943.41,3055.27,3819.36,3440.21,3393.55,3036.76,1902.22,1665.24,0,151.37,468.61,876.47,1159.83,1320.12,1247.55,1844.18,1946.49,2581.19,2310.14,2203.54,1648.52,835.19,1146.69
201807,20180727,1135069500,상계6.7동,0,411.05,1782.17,3902.46,5753.88,8769.68,10334.86,14102.25,13447.54,16145.88,14691.81,14747.44,13377.42,8277.73,7410.61,0,504.68,1791.49,4117.23,7055.97,7271.86,7371.12,10051,9777.71,11671.59,9614.62,9547.76,7145.81,3770.77,4371.01
201807,20180727,1135070000,상계8동,0,141.48,627.96,958.26,1294.32,2187.93,3360.61,4513.33,3633.6,4440.8,3989.51,3937.13,3740.08,2321.81,2013.34,0,165.45,522.97,909.97,1532.01,1934.54,2759.37,3437.83,2748.77,3602.24,2651.68,2679.92,2163.12,1152.61,1232.11
201807,20180727,1135071000,상계9동,0,95.37,439.56,870.61,1010.72,1597.49,2148.37,2996.16,2755.72,3308.5,3028.09,2942.26,2734.57,1584.42,1411.22,0,127.37,485.57,811.87,1180.99,1428.09,1729.66,2186.56,1976.72,2447.18,2034.82,1867.06,1472.89,789.92,921.25
201807,20180727,1135072000,상계10동,0,112.04,511.33,1133.53,1495.78,2139.2,2586.41,3454.28,3187.9,4054.24,3917.91,3811.89,3511.68,2190.3,1860.67,0,140.88,555.99,1252.01,1678.81,1741.8,1918.76,2478.74,2347.49,3039.4,2441.31,2374.65,1751.59,911.99,1056.33
201807,20180728,1111051500,청운효자동,0.23,111.95,542.46,898.67,1736.39,2566.89,2617.23,2639.94,2429.66,3000.25,2687.12,2473.57,2380.6,1472.83,1392.62,0,131.96,558.74,834.47,1854.27,1836.39,1688.32,1958.41,1881.1,2102.67,1507.82,1589.08,1187.31,657.63,814.02
201807,20180728,1111053000,사직동,2.37,391.9,1422.13,2410.33,4440.06,7874.88,7859.51,8215.11,7143.38,9066.88,8140.62,8055.96,8050.79,5098.29,5621.86,0.23,491.87,1702.07,2971.65,5937.02,8343.86,7294.01,7427.96,6727.52,7386.14,5463.23,5334.47,4342.01,2457.94,3215.81
201807,20180728,1111054000,삼청동,0.08,64.12,219.27,323,656.95,1218.62,1315.8,1426.25,1358.49,1556.06,1386.39,1427.26,1390.85,854.74,893.14,0.01,70.43,278.31,401.88,865.59,1232.37,1089.25,1173.2,1201.52,1190.73,885.04,889.97,630.18,364.6,448.03
201807,20180728,1111055000,부암동,4.33,205.64,896.64,1024.17,1572.53,3102.35,3983.03,4971.83,4573.21,5585.81,5422.71,5408.15,4689.08,2700.99,2236.2,0,276.44,836.72,1168.41,1632.19,2230.08,2679.53,3197.32,3103.57,3715.09,2930.8,2809.4,2078.27,1177.85,1345.33
201807,20180728,1111056000,평창동,0.72,378.92,1577.25,2352.76,3286,5935.78,7114.41,9032.8,8147.74,10615.86,10064.8,10977.23,9091.74,5112.54,5204.42,0,469.51,1577.69,2690.79,3683.04,4376.73,5458.98,6360.37,5955.39,7587.04,6887.19,6451.62,4920.69,2882.35,4007.81
201807,20180728,1111057000,무악동,0.9,41.48,211.32,395.33,459.73,791.97,809.09,944.99,942.46,1242.47,1084.96,1100.57,1021.32,659.69,758.05,0.36,62.84,245.26,397.65,561.07,753.86,683.21,810.54,830.09,989.25,767.08,771.78,615.14,364.06,487.55
201807,20180728,1111058000,교남동,0.97,89.31,348.56,469.91,674.3,1234.5,1438.2,1670.16,1569.32,1992.53,1866.59,1866.52,1837.38,1102.47,1041.61,0.24,118.86,398.51,578.95,921.19,1427.15,1268.79,1410.27,1336.16,1505.69,1198.9,1248.75,966.51,479.31,634.7
201807,20180728,1111060000,가회동,0.36,38.27,147.07,291.66,405.12,763.66,874.35,981.85,832.59,1137.96,970.38,1054,1000.49,677.88,577.9,0.68,40.35,185.76,342.41,525.46,852.76,653.9,711.61,742.79,823.86,574.66,543.08,410.24,224.61,289.22
201807,20180728,1111061500,종로1.2.3.4가동,4.05,819.9,3215.26,6454.53,15773.86,27257.24,24445.59,22517.34,19570.14,23508.65,23198.5,24397.53,24352.71,17286.56,22775.66,2.24,1047.97,4187.27,8132.94,21811.18,28071.34,21110.32,19450.06,17466.43,18704.28,15911.07,16546.08,13878.58,9065.49,11250.48
201807,20180728,1111063000,종로5.6가동,0.47,166.77,755.09,1905.38,4978.76,7899.67,6989.08,7205.5,5894,7321.97,7274.81,7946.67,8014.57,5648.58,6932.27,0.79,233.4,1095.41,2545.75,6998.95,8408.67,5670.68,5615.9,4933.91,5615.13,5191.94,5798.36,4641.08,3203.71,3742.32
201807,20180728,1111064000,이화동,0.72,135.94,549.3,1498.6,3643.1,5645.86,4589.37,4263.09,3373.57,3993.11,3715.94,3780.05,3589.84,2212.66,2561.89,0.61,159.96,820.98,2143.93,5680.19,6436.59,4481.53,3922.37,3420.67,3550.14,2964,2802.17,2190.96,1303.34,1492.34
201807,20180728,1111065000,혜화동,0.61,192.26,724.75,1618.05,3399.74,4936.09,4142.13,4198.81,3665.23,4473.24,4252.44,4287.95,4127.69,2573.51,2565.68,1.8,215.06,901.85,2115.04,5099.76,5120.42,3599.98,3574.99,3302.79,3357.5,2817.25,2856,2189.67,1189.92,1345.83
201807,20180728,1111067000,창신1동,0.01,82.06,347.4,768.23,1798.07,3059.03,2824.11,3023.47,2622.51,3221.64,3259.79,3823.09,3838.38,2875.41,3641.88,0.45,107.22,401.71,870.62,2364.78,2803.67,2135.32,2296.09,1946.61,2279.11,2164.94,2379.91,2081.94,1370.11,1672.65
201807,20180728,1111068000,창신2동,0,24.88,81.38,247.26,575.74,867.28,743.56,747.76,598.34,796.85,797.8,896.9,859.36,674.23,1001.17,0.04,29.02,114.84,286.26,714.65,813.09,549.66,585.4,481.21,635.3,588.41,653.59,539.63,400.59,505.13
201807,20180728,1111069000,창신3동,0,12.53,70.34,163.87,296.31,513.31,453.77,440.85,370.05,448.17,378.31,408.03,391.51,272.25,281.77,0,21.4,74.02,195.96,427.58,507.29,355.49,361.06,312.83,316.15,274.25,279.53,240.94,145.81,174.64
201807,20180728,1111070000,숭인1동,0.01,45.4,179.03,435.4,927.72,1405.86,1205.72,1239.23,1081.68,1354.73,1300.69,1480.54,1449.51,1133.12,1676.78,0.03,56.06,213.82,483.87,1205.3,1338.78,982.21,1029.76,889.67,1027.57,942.44,945.49,826.02,624.85,883.87
201807,20180728,1111071000,숭인2동,0.01,120.79,539.17,1274.71,2877.41,4568.42,4113.47,4273.85,3683.6,4524.81,4604,5364.6,5203.72,3924.81,5474.32,0.06,166.01,661.16,1492.67,3665.54,4354.08,3233.93,3272.51,2892.14,3159.54,3071.7,3181.13,2832.37,1985.32,2799.67
201807,20180728,1135056000,월계1동,0.14,197.35,729.24,1526.86,2827.9,3676.4,3681.87,4851.84,4580.64,5640.2,5077.32,5377.61,4942.19,3585.61,3876.56,0,225.33,742.16,1379.22,2619.29,2786.92,2634.95,3489.14,3300.73,3766.29,3194.63,3218.34,2645.92,1870.52,2217.89
201807,20180728,1135057000,월계2동,0.08,139.39,625.59,1018.44,1474.97,2047.36,2521.74,3524.07,3397.08,4317.33,3927.02,4011.56,3895.72,2668.97,2712.13,0,194.69,602.3,948.2,1355.11,1692.25,1702.63,2432.64,2479.9,2747.06,2302.45,2396.17,1872.76,1208.3,1548.21
201807,20180728,1135058000,월계3동,1.55,279.37,1227.68,1763.81,2508.37,4216.01,5539.78,7335.3,7002.82,8612.23,7759.21,7493.98,6726.21,4411.34,4040,0,317.58,1243.12,1730.7,2679.5,3399.78,3787.23,5274.72,4851.72,5512.51,4458.27,4408.04,3179.36,1994.39,2253.21
