STD_YMD,dong,TMST
20180522,wolgye3,4192.795
20180522,gongneung1,7692.339
20180522,gongneung2,7262.42
20180522,hagye1,3241.087
20180522,hagye2,2698.123
20180522,junggyebon,1506.36
20180522,junggye1,1883.238
20180522,junggye4,1818.902
20180522,junggye23,3824.69
20180522,sanggye1,5922.082
20180522,sanggye2,3995.666
20180522,sanggye34,3587.879
20180522,sanggye5,1581.996
20180522,sanggye67,7745.61
20180522,sanggye8,2538.18
20180522,sanggye9,1669.175
20180522,sanggye10,1791.862
20180523,cheongunhyoja,2288.338
20180523,sajik,9867.527
20180523,samcheong,1431.353
20180523,buam,3624.88
20180523,pyeongchang,6244.544
20180523,muak,1205.718
20180523,gyonam,1876.554
20180523,gahoe,1216.588
20180523,jongno1234,30068.888
20180523,jongno56,8727.7
20180523,ihwa,4965.432
20180523,hyehwa,5221.426
20180523,changsin1,3084.235
20180523,changsin2,878.192
20180523,changsin3,602.044
20180523,sungin1,1441.668
20180523,sungin2,4777.39
20180523,wolgye1,3985.065
20180523,wolgye2,2804.624
20180523,wolgye3,4681.901
20180523,gongneung1,9328.433
20180523,gongneung2,8644.552
20180523,hagye1,4129.178
20180523,hagye2,3283.509
20180523,junggyebon,1510.891
20180523,junggye1,2059.137
20180523,junggye4,1902.821
20180523,junggye23,4506.497
20180523,sanggye1,5852.492
20180523,sanggye2,4545.1
20180523,sanggye34,2686.333
20180523,sanggye5,1633.828
20180523,sanggye67,9445.849
20180523,sanggye8,2773.158
20180523,sanggye9,1890.12
20180523,sanggye10,2060.248
20180524,cheongunhyoja,2356.043
20180524,sajik,10230.856
20180524,samcheong,1486.404
20180524,buam,3684.845
20180524,pyeongchang,6237.048
20180524,muak,1203.26
20180524,gyonam,1943.451
20180524,gahoe,1299.572
20180524,jongno1234,30743.634
20180524,jongno56,8857.51
20180524,ihwa,5002.245
20180524,hyehwa,5266.808
20180524,changsin1,3162.972
20180524,changsin2,896.904
20180524,changsin3,638.905
20180524,sungin1,1500.515
20180524,sungin2,4886.031
20180524,wolgye1,3848.203
20180524,wolgye2,2891.922
20180524,wolgye3,4747.111
20180524,gongneung1,9419.559
20180524,gongneung2,8783.829
20180524,hagye1,4122.888
20180524,hagye2,3279.727
20180524,junggyebon,1510.517
20180524,junggye1,2048.066
20180524,junggye4,1891.925
20180524,junggye23,4500.791
20180524,sanggye1,5954.29
20180524,sanggye2,4574.375
20180524,sanggye34,2690.966
20180524,sanggye5,1666.015
20180524,sanggye67,9617.11
20180524,sanggye8,2744.111
20180524,sanggye9,1871.265
20180524,sanggye10,2121.861
20180525,cheongunhyoja,2363.959
20180525,sajik,10167.305
20180525,samcheong,1549.118
20180525,buam,3579.667
20180525,pyeongchang,6320.11
20180525,muak,1151.509
20180525,gyonam,1875.922
20180525,gahoe,1281.167
20180525,jongno1234,30644.549
20180525,jongno56,8623.085
20180525,ihwa,5008.229
20180525,hyehwa,5204.723
20180525,changsin1,3073.163
20180525,changsin2,881.653
20180525,changsin3,607.954
20180525,sungin1,1430.343
20180525,sungin2,4787.91
20180525,wolgye1,3826.639
20180525,wolgye2,2782.806
20180525,wolgye3,4598.432
20180525,gongneung1,9092.83
20180525,gongneung2,8463.686
20180525,hagye1,4029.473
20180525,hagye2,3237.84
20180525,junggyebon,1534.504
20180525,junggye1,2079.755
20180525,junggye4,1909.01
20180525,junggye23,4446.66
20180525,sanggye1,5808.154
20180525,sanggye2,4702.059
20180525,sanggye34,2616.671
20180525,sanggye5,1661.227
20180525,sanggye67,9381.773
20180525,sanggye8,2567.557
20180525,sanggye9,1828.5
20180525,sanggye10,2108.432
20180526,cheongunhyoja,2232.93
20180526,sajik,7988.23
20180526,samcheong,1456.527
20180526,buam,3838.703
20180526,pyeongchang,6888.476
20180526,muak,1008.82
20180526,gyonam,1585.66
20180526,gahoe,942.986
20180526,jongno1234,24277.878
20180526,jongno56,7008.079
20180526,ihwa,4309.806
20180526,hyehwa,4912.038
20180526,changsin1,2747.558
20180526,changsin2,783.868
20180526,changsin3,481.417
20180526,sungin1,1354.903
20180526,sungin2,4120.418
20180526,wolgye1,3902.824
20180526,wolgye2,2666.792
20180526,wolgye3,4834.35
20180526,gongneung1,9106.11
20180526,gongneung2,8088.894
20180526,hagye1,3681.131
20180526,hagye2,3211.303
20180526,junggyebon,1730.119
20180526,junggye1,2302.644
20180526,junggye4,1936.561
20180526,junggye23,4498.297
20180526,sanggye1,6105.242
20180526,sanggye2,5040.265
20180526,sanggye34,3072.906
20180526,sanggye5,1750.121
20180526,sanggye67,9099.189
20180526,sanggye8,2486.792
20180526,sanggye9,1774.667
20180526,sanggye10,2098.255
20180527,cheongunhyoja,1855.036
20180527,sajik,5935.621
20180527,samcheong,1165.889
20180527,buam,3036.699
20180527,pyeongchang,6154.121
20180527,muak,808.183
20180527,gyonam,1306.942
20180527,gahoe,688.492
20180527,jongno1234,16695.246
20180527,jongno56,4558.541
20180527,ihwa,3082.109
20180527,hyehwa,3732.048
20180527,changsin1,2082.038
20180527,changsin2,593.18
20180527,changsin3,376.208
20180527,sungin1,1024.116
20180527,sungin2,3088.251
20180527,wolgye1,2989.869
20180527,wolgye2,2303.558
20180527,wolgye3,3745.096
20180527,gongneung1,7431.009
20180527,gongneung2,7044.696
20180527,hagye1,3092.335
20180527,hagye2,2550.987
20180527,junggyebon,1528.28
20180527,junggye1,1902.988
20180527,junggye4,1734.874
20180527,junggye23,3725.483
20180527,sanggye1,5347.6
20180527,sanggye2,4094.939
20180527,sanggye34,2794.468
20180527,sanggye5,1539.101
20180527,sanggye67,7281.169
20180527,sanggye8,2029.327
20180527,sanggye9,1508.974
20180527,sanggye10,1672.197
20180528,cheongunhyoja,2157.104
20180528,sajik,9546.796
20180528,samcheong,1383.377
20180528,buam,3387.916
20180528,pyeongchang,5953.447
20180528,muak,1076.695
20180528,gyonam,1805.334
20180528,gahoe,1158.878
20180528,jongno1234,29031.478
20180528,jongno56,8371.467
20180528,ihwa,4585.55
20180528,hyehwa,4779.696
20180528,changsin1,2993.546
20180528,changsin2,870.122
20180528,changsin3,589.649
20180528,sungin1,1408.742
20180528,sungin2,4658.095
20180528,wolgye1,3845.749
20180528,wolgye2,2791.929
20180528,wolgye3,4507.382
20180528,gongneung1,8976.951
20180528,gongneung2,8447.261
20180528,hagye1,3939.8
20180528,hagye2,3162.037
20180528,junggyebon,1442.964
20180528,junggye1,2010.075
20180528,junggye4,1915.668
20180528,junggye23,4263.207
20180528,sanggye1,5400.016
20180528,sanggye2,4392.534
20180528,sanggye34,2744.965
20180528,sanggye5,1686.118
20180528,sanggye67,9169.932
20180528,sanggye8,2489.564
20180528,sanggye9,1743.76
20180528,sanggye10,2031.133
20180529,cheongunhyoja,2282.198
20180529,sajik,9920.766
20180529,samcheong,1404.858
20180529,buam,3583.789
20180529,pyeongchang,6118.159
20180529,muak,1158.088
20180529,gyonam,1901.062
20180529,gahoe,1234.077
20180529,jongno1234,30025.615
20180529,jongno56,8001.846
20180529,ihwa,4450.124
20180529,hyehwa,5003.759
20180529,changsin1,3050.725
20180529,changsin2,914.033
20180529,changsin3,592.287
20180529,sungin1,1443.017
20180529,sungin2,4845.027
20180529,wolgye1,3914.787
20180529,wolgye2,2834.162
20180529,wolgye3,4594.59
20180529,gongneung1,9047.413
20180529,gongneung2,8285.362
20180529,hagye1,4335.389
20180529,hagye2,3331.684
20180529,junggyebon,1496.44
20180529,junggye1,2027.167
20180529,junggye4,1940.358
20180529,junggye23,4438.493
20180529,sanggye1,5606.415
20180529,sanggye2,4481.182
20180529,sanggye34,2640.618
20180529,sanggye5,1663.384
20180529,sanggye67,9217.188
20180529,sanggye8,2691.67
20180529,sanggye9,1897.818
20180529,sanggye10,2054.367
20180530,cheongunhyoja,2411.043
20180530,sajik,10151.342
20180530,samcheong,1517.292
20180530,buam,3807.927
20180530,pyeongchang,6255.702
20180530,muak,1240.092
20180530,gyonam,1937.408
20180530,gahoe,1267.792
20180530,jongno1234,30853.326
20180530,jongno56,7484.726
20180530,ihwa,4514.037
20180530,hyehwa,5218.595
20180530,changsin1,3062.47
20180530,changsin2,891.511
20180530,changsin3,649.332
20180530,sungin1,1467.92
20180530,sungin2,4822.843
20180530,wolgye1,3949.581
20180530,wolgye2,2843.577
20180530,wolgye3,4659.236
20180530,gongneung1,9244.753
20180530,gongneung2,8396.925
20180530,hagye1,4333.387
20180530,hagye2,3332.078
20180530,junggyebon,1486.12
20180530,junggye1,2061.78
20180530,junggye4,1911.411
20180530,junggye23,4603.318
20180530,sanggye1,5952.827
20180530,sanggye2,4548.435
20180530,sanggye34,2561.451
20180530,sanggye5,1733.852
20180530,sanggye67,9387.098
20180530,sanggye8,2882.461
20180530,sanggye9,2025.44
20180530,sanggye10,2065.385
20180531,cheongunhyoja,2310.114
20180531,sajik,10143.852
20180531,samcheong,1472.689
20180531,buam,3511.358
20180531,pyeongchang,6121.114
20180531,muak,1130.783
20180531,gyonam,1903.499
20180531,gahoe,1219.617
20180531,jongno1234,30428.008
20180531,jongno56,7630.624
20180531,ihwa,4444.898
20180531,hyehwa,5204.86
20180531,changsin1,3047.013
20180531,changsin2,907.648
20180531,changsin3,583.565
20180531,sungin1,1432.35
20180531,sungin2,4829.812
20180531,wolgye1,3875.553
20180531,wolgye2,2861.187
20180531,wolgye3,4759.64
20180531,gongneung1,9208.902
20180531,gongneung2,8374.27
20180531,hagye1,4301.618
20180531,hagye2,3307.931
20180531,junggyebon,1548.157
20180531,junggye1,2045.048
20180531,junggye4,1915.501
20180531,junggye23,4449.636
20180531,sanggye1,5931.352
20180531,sanggye2,4573.875
20180531,sanggye34,2629.504
20180531,sanggye5,1806.349
20180531,sanggye67,9415.45
20180531,sanggye8,2878.118
20180531,sanggye9,2015.95
20180531,sanggye10,2084.748
20180601,cheongunhyoja,2505.644
20180601,sajik,10265.27
20180601,samcheong,1594.156
20180601,buam,3844.223
20180601,pyeongchang,6883.235
20180601,muak,1089.42
20180601,gyonam,1926.887
20180601,gahoe,1459.672
20180601,jongno1234,31056.129
20180601,jongno56,7875.756
20180601,ihwa,4466.622
20180601,hyehwa,5231.727
20180601,changsin1,3134.1
20180601,changsin2,926.29
20180601,changsin3,584.35
20180601,sungin1,1478.642
20180601,sungin2,4952.995
20180601,wolgye1,3807.55
20180601,wolgye2,2879.103
20180601,wolgye3,4600.153
20180601,gongneung1,9098.995
20180601,gongneung2,8204.797
20180601,hagye1,4308.433
20180601,hagye2,3307.026
20180601,junggyebon,1706.442
20180601,junggye1,2179.311
20180601,junggye4,1996.08
20180601,junggye23,4547.306
20180601,sanggye1,6198.524
20180601,sanggye2,4933.537
20180601,sanggye34,2719.627
20180601,sanggye5,1862.967
20180601,sanggye67,9754.155
20180601,sanggye8,2861.802
20180601,sanggye9,2015.048
20180601,sanggye10,2149.342
20180602,cheongunhyoja,2126.671
20180602,sajik,7498.433
20180602,samcheong,1492.654
20180602,buam,3689.154
20180602,pyeongchang,7114.436
20180602,muak,934.356
20180602,gyonam,1547.38
20180602,gahoe,955.987
20180602,jongno1234,23060.351
20180602,jongno56,6134.619
20180602,ihwa,3644.163
20180602,hyehwa,4690.728
20180602,changsin1,2595.804
20180602,changsin2,769.099
20180602,changsin3,424.813
20180602,sungin1,1303.52
20180602,sungin2,4071.637
20180602,wolgye1,3790.649
20180602,wolgye2,2716.605
20180602,wolgye3,4772.139
20180602,gongneung1,8759.665
20180602,gongneung2,7544.944
20180602,hagye1,3950.774
20180602,hagye2,3250.882
20180602,junggyebon,2032.749
20180602,junggye1,2424.82
20180602,junggye4,2000.21
20180602,junggye23,4624.27
20180602,sanggye1,6850.329
20180602,sanggye2,5053.235
20180602,sanggye34,2943.683
20180602,sanggye5,1916.155
20180602,sanggye67,9266.945
20180602,sanggye8,3236.065
20180602,sanggye9,2205.924
20180602,sanggye10,2272.67
20180603,cheongunhyoja,1784.873
20180603,sajik,5581.165
20180603,samcheong,1094.754
20180603,buam,3105.163
20180603,pyeongchang,6663.087
20180603,muak,735.892
20180603,gyonam,1260.893
20180603,gahoe,691.08
20180603,jongno1234,15468.098
20180603,jongno56,3830.877
20180603,ihwa,2682.596
20180603,hyehwa,3509.971
20180603,changsin1,1976.599
20180603,changsin2,559.325
20180603,changsin3,325.278
20180603,sungin1,966.585
20180603,sungin2,3069.857
20180603,wolgye1,3112.112
20180603,wolgye2,2293.218
20180603,wolgye3,3910.847
20180603,gongneung1,7154.245
20180603,gongneung2,6774.384
20180603,hagye1,3468.58
20180603,hagye2,2592.668
20180603,junggyebon,1715.049
20180603,junggye1,2109.78
20180603,junggye4,1754.879
20180603,junggye23,3831.415
20180603,sanggye1,6029.139
20180603,sanggye2,4191.36
20180603,sanggye34,2653.549
20180603,sanggye5,1684.623
20180603,sanggye67,7523.508
20180603,sanggye8,3033.877
20180603,sanggye9,2058.725
20180603,sanggye10,2026.699
20180604,cheongunhyoja,2245.807
20180604,sajik,9544.687
20180604,samcheong,1400.433
20180604,buam,3536.628
20180604,pyeongchang,6452.505
20180604,muak,1015.107
20180604,gyonam,1784.549
20180604,gahoe,1301.246
20180604,jongno1234,28470.858
20180604,jongno56,7450.793
20180604,ihwa,4053.055
20180604,hyehwa,4694.493
20180604,changsin1,2839.887
20180604,changsin2,840.546
20180604,changsin3,564.733
20180604,sungin1,1398.348
20180604,sungin2,4653.847
20180604,wolgye1,3749.956
20180604,wolgye2,2744.693
20180604,wolgye3,4298.849
20180604,gongneung1,8494.898
20180604,gongneung2,7973.898
20180604,hagye1,4112.7
20180604,hagye2,3167.05
20180604,junggyebon,1590.358
20180604,junggye1,2069.241
20180604,junggye4,1909.655
20180604,junggye23,4422.82
20180604,sanggye1,5814.662
20180604,sanggye2,4441.098
20180604,sanggye34,2576.628
20180604,sanggye5,1803.281
20180604,sanggye67,9245.75
20180604,sanggye8,3430.246
20180604,sanggye9,2273.987
20180604,sanggye10,2308.02
20180605,cheongunhyoja,2341.685
20180605,sajik,10118.139
20180605,samcheong,1523.071
20180605,buam,3711.663
20180605,pyeongchang,6461.174
20180605,muak,1020.116
20180605,gyonam,1878.85
20180605,gahoe,1377.196
20180605,jongno1234,29946.103
20180605,jongno56,7648.323
20180605,ihwa,4199.775
20180605,hyehwa,4824.092
20180605,changsin1,2991.144
20180605,changsin2,881.175
20180605,changsin3,554.275
20180605,sungin1,1434.802
20180605,sungin2,4708.581
20180605,wolgye1,3720.176
20180605,wolgye2,2776.017
20180605,wolgye3,4368.941
20180605,gongneung1,8684.352
20180605,gongneung2,8115.405
20180605,hagye1,4270.484
20180605,hagye2,3245.027
20180605,junggyebon,1591.267
20180605,junggye1,2075.769
20180605,junggye4,1887.244
20180605,junggye23,4418.522
20180605,sanggye1,6091.721
20180605,sanggye2,4741.507
20180605,sanggye34,2614.404
20180605,sanggye5,1804.809
20180605,sanggye67,9542.075
20180605,sanggye8,3483.425
20180605,sanggye9,2289.125
20180605,sanggye10,2380.212
20180606,cheongunhyoja,1814.582
20180606,sajik,6009.744
20180606,samcheong,1143.819
20180606,buam,2958.327
20180606,pyeongchang,6425.795
20180606,muak,779.337
20180606,gyonam,1210.452
20180606,gahoe,792.438
20180606,jongno1234,18126.991
20180606,jongno56,5589.914
20180606,ihwa,2849.578
20180606,hyehwa,3623.775
20180606,changsin1,2288.86
20180606,changsin2,678.972
20180606,changsin3,395.08
20180606,sungin1,1037.679
20180606,sungin2,3448.392
20180606,wolgye1,3103.667
20180606,wolgye2,2365.886
20180606,wolgye3,3981.419
20180606,gongneung1,7136.076
20180606,gongneung2,6504.827
20180606,hagye1,3412.878
20180606,hagye2,2665.845
20180606,junggyebon,1517.052
20180606,junggye1,1930.343
20180606,junggye4,1771.665
20180606,junggye23,3978.718
20180606,sanggye1,6107.926
20180606,sanggye2,4117.918
20180606,sanggye34,2760.331
20180606,sanggye5,1670.938
20180606,sanggye67,7991.508
20180606,sanggye8,3277.974
20180606,sanggye9,2103.365
20180606,sanggye10,2138.788
20180607,cheongunhyoja,2288.944
20180607,sajik,9864.583
20180607,samcheong,1484.15
20180607,buam,3605.56
20180607,pyeongchang,6436.836
20180607,muak,1019.345
20180607,gyonam,1840.726
20180607,gahoe,1353.112
20180607,jongno1234,29015.779
20180607,jongno56,7553.672
20180607,ihwa,4120.079
20180607,hyehwa,4966.885
20180607,changsin1,2955.918
20180607,changsin2,869.316
20180607,changsin3,555.265
20180607,sungin1,1452.321
20180607,sungin2,4733.419
20180607,wolgye1,3746.607
20180607,wolgye2,2841.394
20180607,wolgye3,4416.9
20180607,gongneung1,8655.23
20180607,gongneung2,8176.96
20180607,hagye1,4194.125
20180607,hagye2,3212.65
20180607,junggyebon,1586.507
20180607,junggye1,2070.499
20180607,junggye4,1877.654
20180607,junggye23,4449.412
20180607,sanggye1,5915.814
20180607,sanggye2,4609.018
20180607,sanggye34,2571.913
20180607,sanggye5,1777.548
20180607,sanggye67,9572.045
20180607,sanggye8,3476.402
20180607,sanggye9,2261.228
20180607,sanggye10,2400.475
20180608,cheongunhyoja,2383.409
20180608,sajik,10164.507
20180608,samcheong,1533.437
20180608,buam,3665.179
20180608,pyeongchang,6632.731
20180608,muak,1049.24
20180608,gyonam,1888.522
20180608,gahoe,1375.162
20180608,jongno1234,29849.493
20180608,jongno56,8547.04
20180608,ihwa,4709.362
20180608,hyehwa,5142.738
20180608,changsin1,3009.763
20180608,changsin2,897.082
20180608,changsin3,566.341
20180608,sungin1,1438.268
20180608,sungin2,4789.755
20180608,wolgye1,3815.89
20180608,wolgye2,2829.823
20180608,wolgye3,4452.615
20180608,gongneung1,8908.523
20180608,gongneung2,8093.872
20180608,hagye1,4239.074
20180608,hagye2,3249.051
20180608,junggyebon,1700.971
20180608,junggye1,2165.282
20180608,junggye4,1994.783
20180608,junggye23,4539.46
20180608,sanggye1,6156.548
20180608,sanggye2,4876.76
20180608,sanggye34,2704.895
20180608,sanggye5,1839.518
20180608,sanggye67,9690.047
20180608,sanggye8,3607.14
20180608,sanggye9,2348.781
20180608,sanggye10,2489.048
20180609,cheongunhyoja,1973.685
20180609,sajik,7184.779
20180609,samcheong,1395.041
20180609,buam,3539.27
20180609,pyeongchang,6922.638
20180609,muak,875.814
20180609,gyonam,1445.765
20180609,gahoe,939.618
20180609,jongno1234,22301.652
20180609,jongno56,7058.802
20180609,ihwa,4000.781
20180609,hyehwa,4618.92
20180609,changsin1,2523.351
20180609,changsin2,739.583
20180609,changsin3,395.256
20180609,sungin1,1212.899
20180609,sungin2,3713.696
20180609,wolgye1,3614.9
20180609,wolgye2,2706.636
20180609,wolgye3,4603.635
20180609,gongneung1,8347.598
20180609,gongneung2,7529.067
20180609,hagye1,3877.154
20180609,hagye2,3198.859
20180609,junggyebon,1920.988
20180609,junggye1,2349.105
20180609,junggye4,1889.734
20180609,junggye23,4585.592
20180609,sanggye1,6359.629
20180609,sanggye2,5012.868
20180609,sanggye34,2846.01
20180609,sanggye5,1836.879
20180609,sanggye67,9077.336
20180609,sanggye8,3484.568
20180609,sanggye9,2344.275
20180609,sanggye10,2447.855
20180610,cheongunhyoja,1700.547
20180610,sajik,5375.916
20180610,samcheong,1077.487
20180610,buam,2865.741
20180610,pyeongchang,6217.794
20180610,muak,701.742
20180610,gyonam,1194.924
20180610,gahoe,683.78
20180610,jongno1234,14682.212
20180610,jongno56,4244.676
20180610,ihwa,2907.946
20180610,hyehwa,3458.875
20180610,changsin1,1873.528
20180610,changsin2,542.791
20180610,changsin3,310.59
20180610,sungin1,902.788
20180610,sungin2,2750.7
20180610,wolgye1,2919.597
20180610,wolgye2,2197.656
20180610,wolgye3,3443.68
20180610,gongneung1,6796.454
20180610,gongneung2,6438.907
20180610,hagye1,3343.59
20180610,hagye2,2514.979
20180610,junggyebon,1609.106
20180610,junggye1,1937.456
20180610,junggye4,1691.488
20180610,junggye23,3616.228
20180610,sanggye1,5398.726
20180610,sanggye2,4020.85
20180610,sanggye34,2492.325
20180610,sanggye5,1611.188
20180610,sanggye67,7108.216
20180610,sanggye8,2975.147
20180610,sanggye9,2032.86
20180610,sanggye10,1971.463
20180611,cheongunhyoja,2171.378
20180611,sajik,9231.248
20180611,samcheong,1373.408
20180611,buam,3486.83
20180611,pyeongchang,6401.141
20180611,muak,952.013
20180611,gyonam,1748.053
20180611,gahoe,1273.035
20180611,jongno1234,27771.906
20180611,jongno56,8411.649
20180611,ihwa,4589.175
20180611,hyehwa,4732.914
20180611,changsin1,2797.858
20180611,changsin2,841.378
20180611,changsin3,544.519
20180611,sungin1,1338.768
20180611,sungin2,4484.396
20180611,wolgye1,3651.04
20180611,wolgye2,2758.972
20180611,wolgye3,4267.445
20180611,gongneung1,8433.87
20180611,gongneung2,7845.373
20180611,hagye1,4060.776
20180611,hagye2,3096.693
20180611,junggyebon,1568.585
20180611,junggye1,2033.11
20180611,junggye4,1885.189
20180611,junggye23,4296.067
20180611,sanggye1,5675.814
20180611,sanggye2,4402.531
20180611,sanggye34,2573.226
20180611,sanggye5,1787.246
20180611,sanggye67,9148.305
20180611,sanggye8,3446.096
20180611,sanggye9,2285.037
20180611,sanggye10,2341.977
20180612,cheongunhyoja,2371.179
20180612,sajik,9993.101
20180612,samcheong,1511.38
20180612,buam,3829.765
20180612,pyeongchang,6854.923
20180612,muak,1045.995
20180612,gyonam,1878.105
20180612,gahoe,1375.354
20180612,jongno1234,29717.791
20180612,jongno56,9159.717
20180612,ihwa,5028.317
20180612,hyehwa,5182.628
20180612,changsin1,2987.816
20180612,changsin2,882.103
20180612,changsin3,523.973
20180612,sungin1,1421.855
20180612,sungin2,4859.824
20180612,wolgye1,3811.589
20180612,wolgye2,2813.479
20180612,wolgye3,4329.179
20180612,gongneung1,8756.756
20180612,gongneung2,8243.322
20180612,hagye1,4380.927
20180612,hagye2,3253.136
20180612,junggyebon,1603.356
20180612,junggye1,2093.246
20180612,junggye4,1938.1
20180612,junggye23,4441.017
20180612,sanggye1,6241.019
20180612,sanggye2,4769.528
20180612,sanggye34,2672.158
20180612,sanggye5,1847.906
20180612,sanggye67,9583.305
20180612,sanggye8,3667.312
20180612,sanggye9,2382.912
20180612,sanggye10,2468.23
20180613,cheongunhyoja,1810.024
20180613,sajik,5779.553
20180613,samcheong,1101.573
20180613,buam,2896.261
20180613,pyeongchang,6336.141
20180613,muak,763.408
20180613,gyonam,1168.067
20180613,gahoe,748.745
20180613,jongno1234,17758.892
20180613,jongno56,6255.858
20180613,ihwa,3129.925
20180613,hyehwa,3657.438
20180613,changsin1,2300.115
20180613,changsin2,669.289
20180613,changsin3,382.787
20180613,sungin1,1057.14
20180613,sungin2,3536.735
20180613,wolgye1,3158.18
20180613,wolgye2,2385.789
20180613,wolgye3,3893.447
20180613,gongneung1,7185.765
20180613,gongneung2,6948.673
20180613,hagye1,3520.19
20180613,hagye2,2650.46
20180613,junggyebon,1612.246
20180613,junggye1,2026.787
20180613,junggye4,1766.715
20180613,junggye23,3946.607
20180613,sanggye1,6073.597
20180613,sanggye2,4161.336
20180613,sanggye34,2733.948
20180613,sanggye5,1698.095
20180613,sanggye67,7925.878
20180613,sanggye8,3506.032
20180613,sanggye9,2172.04
20180613,sanggye10,2234.187
20180614,cheongunhyoja,2292.706
20180614,sajik,9894.542
20180614,samcheong,1453.766
20180614,buam,3716.51
20180614,pyeongchang,6665.812
20180614,muak,1023.005
20180614,gyonam,1767.965
20180614,gahoe,1335.93
20180614,jongno1234,28635.615
20180614,jongno56,8483.493
20180614,ihwa,4766.249
20180614,hyehwa,5021.546
20180614,changsin1,2864.072
20180614,changsin2,866.989
20180614,changsin3,543.595
20180614,sungin1,1383.028
20180614,sungin2,4559.553
20180614,wolgye1,3621.107
20180614,wolgye2,2765.444
20180614,wolgye3,4357.03
20180614,gongneung1,8687.854
20180614,gongneung2,8137.544
20180614,hagye1,4184.439
20180614,hagye2,3155.685
20180614,junggyebon,1567.638
20180614,junggye1,2041.708
20180614,junggye4,1849.995
20180614,junggye23,4424.078
20180614,sanggye1,5947.468
20180614,sanggye2,4500.277
20180614,sanggye34,2575.932
20180614,sanggye5,1741.22
20180614,sanggye67,9184.144
20180614,sanggye8,3490.622
20180614,sanggye9,2306.43
20180614,sanggye10,2392.221
20180615,cheongunhyoja,2354.43
20180615,sajik,10102.248
20180615,samcheong,1514.387
20180615,buam,3698.588
20180615,pyeongchang,6681.274
20180615,muak,1067.377
20180615,gyonam,1865.959
20180615,gahoe,1358.785
20180615,jongno1234,30097.147
20180615,jongno56,8911.77
20180615,ihwa,4836.531
20180615,hyehwa,4992.223
20180615,changsin1,2981.595
20180615,changsin2,911.218
20180615,changsin3,552.327
20180615,sungin1,1390.967
20180615,sungin2,4765.548
20180615,wolgye1,3794.223
20180615,wolgye2,2810.99
20180615,wolgye3,4398.346
20180615,gongneung1,8678.812
20180615,gongneung2,7891.188
20180615,hagye1,4192.676
20180615,hagye2,3273.357
20180615,junggyebon,1704.605
20180615,junggye1,2141.929
20180615,junggye4,1980.776
20180615,junggye23,4457.381
20180615,sanggye1,6189.548
20180615,sanggye2,4837.038
20180615,sanggye34,2678.741
20180615,sanggye5,1854.693
20180615,sanggye67,9724.783
20180615,sanggye8,3729.395
20180615,sanggye9,2410.389
20180615,sanggye10,2512.651
20180616,cheongunhyoja,2073.602
20180616,sajik,7294.307
20180616,samcheong,1356.141
20180616,buam,3633.591
20180616,pyeongchang,7092.567
20180616,muak,932.328
20180616,gyonam,1480.11
20180616,gahoe,914.095
20180616,jongno1234,22005.8
20180616,jongno56,6466.079
20180616,ihwa,3889.444
20180616,hyehwa,4551.082
20180616,changsin1,2443.672
20180616,changsin2,740.338
20180616,changsin3,408.252
20180616,sungin1,1222.508
20180616,sungin2,3754.447
20180616,wolgye1,3672.303
20180616,wolgye2,2556.265
20180616,wolgye3,4157.69
20180616,gongneung1,8148.299
20180616,gongneung2,7169.666
20180616,hagye1,3709.881
20180616,hagye2,2977.853
20180616,junggyebon,1913.884
20180616,junggye1,2326.644
20180616,junggye4,1919.602
20180616,junggye23,4351.58
20180616,sanggye1,6522.163
20180616,sanggye2,4842.818
20180616,sanggye34,2838.159
20180616,sanggye5,1834.745
20180616,sanggye67,8760.079
20180616,sanggye8,3402.986
20180616,sanggye9,2305.688
20180616,sanggye10,2330.216
20180617,cheongunhyoja,1665.964
20180617,sajik,5535.768
20180617,samcheong,1012.012
20180617,buam,2830.294
20180617,pyeongchang,6194.172
20180617,muak,705.229
20180617,gyonam,1206.998
20180617,gahoe,646.729
20180617,jongno1234,14773.397
20180617,jongno56,4101.823
20180617,ihwa,2789.151
20180617,hyehwa,3339.426
20180617,changsin1,1834.158
20180617,changsin2,540.361
20180617,changsin3,306.536
20180617,sungin1,932.956
20180617,sungin2,2882.132
20180617,wolgye1,3104.803
20180617,wolgye2,2395.1
20180617,wolgye3,3825.22
20180617,gongneung1,6969.262
20180617,gongneung2,6501.822
20180617,hagye1,3413.813
20180617,hagye2,2604.786
20180617,junggyebon,1624.775
20180617,junggye1,2055.378
20180617,junggye4,1663.342
20180617,junggye23,3715.715
20180617,sanggye1,5787.365
20180617,sanggye2,3975.964
20180617,sanggye34,2500.713
20180617,sanggye5,1594.512
20180617,sanggye67,7234.353
20180617,sanggye8,2927.686
20180617,sanggye9,2002.499
20180617,sanggye10,1937.927
20180618,cheongunhyoja,2135.399
20180618,sajik,9606.277
20180618,samcheong,1297.817
20180618,buam,3350.992
20180618,pyeongchang,6043.601
20180618,muak,946.46
20180618,gyonam,1751.632
20180618,gahoe,1268.379
20180618,jongno1234,27657.946
20180618,jongno56,8092.867
20180618,ihwa,4447.289
20180618,hyehwa,4595.82
20180618,changsin1,2699.548
20180618,changsin2,815.22
20180618,changsin3,528.27
20180618,sungin1,1367.866
20180618,sungin2,4557.025
20180618,wolgye1,3622.288
